PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-9.192836826213243,1.948583070778613,1.1231661649251483,-3.6337308974191367,-1.195110124217066,-1.411424451803057,-2.1593698677701973,-0.3984072300408756,0.15711835944337338,0.8774018798938583
-2.3878017958022157,-3.768171742067565,0.5292926867404221,-1.1182638623273606,0.6217749802052779,-0.028656354525270152,-0.013358093546657419,0.24098845852526118,0.711904816029686,-1.1069949438631723
-5.733896279731704,-1.075173796620915,0.5517475931812111,-0.91208267101882,-0.17708589843163022,-0.5414521472561727,0.6681664837396055,0.09737373820708922,-0.024065642825563303,-0.4542753997551006
-7.122953197708881,10.275589121812803,3.232789547975111,-0.15254703016112103,-2.9608784018284804,-3.053421824617089,-1.4299106992325719,1.0595652411326086,1.4054396667379574,1.1169752748852777
-3.9353020736780975,-1.9480715678001725,-1.3897667263118858,-2.940639346699837,0.5467474017693251,1.226494642726396,0.9362125458835743,0.636376061079996,0.2638054638996297,-0.37770446813105946
-2.3802471503459346,3.949928895550164,2.9348767932958193,-0.9410368715107569,-1.0560419315215397,0.4510386519750532,-0.4904451157185933,-0.16544387692292098,0.1334730993382668,0.5304312173874972
-2.2388833080524044,-2.6900312772980626,1.6399129289299452,-0.1493398877321982,0.0403595179786448,0.12894843436958653,0.3015674457450694,0.08369819031124374,0.08002457152881073,-0.2191433519473221
-2.1432985003775453,2.340244006949543,0.8719472621970114,0.12704285731454806,-1.4274366729137151,1.2570391922409256,-0.9740998490315603,-0.6533382619527794,-0.2481836470728239,-1.0005861248381673
-3.1749242930837327,3.3918129518468425,3.119985910378652,0.6012970531658878,-1.5222903919203794,-0.5595447276551327,0.21510369959346265,-0.6873411939753594,-0.5119238979503741,-0.02918746438409931
-6.351746789526093,7.7271740668648405,4.341915813265781,3.3752015799434654,1.7102631424409334,0.7239087403159159,-2.5198398244746514,0.36514888941475726,0.7173966873313866,1.1656307898671754
0.810413770845295,-2.6592754976869593,0.4888297938745951,1.6725665641372585,0.27581156913957366,-0.1273318387398146,-0.6250123175381542,0.16574954673946118,0.30138055797782803,-0.3762353726941587
-2.651100477242399,0.06656792656644818,1.526455298428454,-0.05126156174295265,0.3319511155712896,-0.7648666377047488,-0.6660924496743906,0.6195450657489733,0.4009408158529652,0.33106917007339287
-8.18503445814795,2.700976492612967,-5.730230807404688,1.1122565548373606,1.0434704479700334,-2.5945712431253853,-0.9414973501780548,-3.3217839997427814,0.7477883706292328,-0.39594615268423894
-0.3421259139901534,-0.9682792608579345,-1.71717158377333,0.5950029515744077,0.46801050991252435,-1.0076601120936772,1.7990811518798424,1.106657353107498,-0.2676251566901205,-0.4395816155473113
